index,brand,series,processor,os,ssd,ram,display,price,link,pricing
30,asus,s3402za-km701ws,intel core i7 12th gen,windows 11 home,512 gb,16 gb, ,18133197,https://www.flipkart.com/asus-vivobook-s14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km701ws-thin-light-laptop/p/itm4187d820744b9pid=comgcg2gsaazyqxg&lid=lstcomgcg2gsaazyqxgld3cdu&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_31&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcg2gsaazyqxg.search&ssid=e34pcwh5jtdngcu81653219859653,18000000
31,asus,ux5401zas-kn521ws,intel core i5 12th gen,windows 11 home,512 gb,16 gb,14,21951114,https://www.flipkart.com/asus-zenbook-14x-2022-space-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux5401zas-kn521ws-thin-light-laptop/p/itm6f374d850d89apid=comgdgnfacgedsgp&lid=lstcomgdgnfacgedsgpctkhqr&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_32&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdgnfacgedsgp.search&ssid=e34pcwh5jtdngcu81653219859653,21000000
32,dell,vostro 3405, ,windows 11 home,256 gb,8 gb,14,8206612,https://www.flipkart.com/dell-vostro-3405-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-11-home-thin-light-laptop/p/itm5b2b4a21bf8a0pid=comgcvhm7tajfgnb&lid=lstcomgcvhm7tajfgnbkrexvv&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_33&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcvhm7tajfgnb.search&ssid=e34pcwh5jtdngcu81653219859653,8000000
33,asus,tuf gaming a15,amd ryzen 7 hexa core 10th gen,windows 10 home,512 gb,8 gb,15.6,15367116,https://www.flipkart.com/asus-ryzen-7-hexa-core-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-rts-fa506ic-hn005t-gaming-laptop/p/itm6e3aad9f5d5fdpid=comgdya4mfzhm36h&lid=lstcomgdya4mfzhm36hzoyp2z&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_34&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdya4mfzhm36h.search&ssid=e34pcwh5jtdngcu81653219859653,15000000
34,asus,tuf gaming a15,amd ryzen 9 octa core 10th gen,windows 11 home,512 gb,16 gb,16.6,20423947,https://www.flipkart.com/asus-ryzen-9-octa-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-rtx3060-6gb-fa506qm-hn124w-gaming-laptop/p/itmd56f46c8189d2pid=comgdvxpngfmhwtx&lid=lstcomgdvxpngfmhwtxpsni8e&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_35&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdvxpngfmhwtx.search&ssid=e34pcwh5jtdngcu81653219859653,20000000
35,asus,vivobook 15,intel core i5 10th gen,windows 11 home,256 gb,8 gb,15.6,8290606,https://www.flipkart.com/asus-core-i5-10th-gen-8-gb-256-gb-ssd-windows-11-home-x515ja-bq511ws-thin-light-laptop/p/itmd9d53b508670cpid=comgdrjqfqr9chhm&lid=lstcomgdrjqfqr9chhmjir8ns&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_36&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdrjqfqr9chhm.search&ssid=e34pcwh5jtdngcu81653219859653,8000000
36,asus,vivobook 15,intel core i5 11th gen,windows 10 home,256 gb,8 gb,15.6,12597217,https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l501ts-laptop/p/itm4a1e160a291e4pid=comgcwvn7fr3f2sc&lid=lstcomgcwvn7fr3f2scyau2tn&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_37&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcwvn7fr3f2sc.search&ssid=e34pcwh5jtdngcu81653219859653,12000000
37,asus,rog strix g17,amd ryzen 7 quad core 10th gen,windows 10 home,512 gb,8 gb,17.3,15739172,https://www.flipkart.com/asus-ryzen-7-quad-core-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-4gb-graphics-g713ih-hx020t-gaming-laptop/p/itm2254e747d0863pid=comgdvzphtyyv2zy&lid=lstcomgdvzphtyyv2zy2an8jt&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_38&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdvzphtyyv2zy.search&ssid=e34pcwh5jtdngcu81653219859653,15000000
38,asus,k413ea-eb522ws,intel core i5 11th gen,windows 11 home,512 gb,16 gb,14,11642738,https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb522ws-thin-light-laptop/p/itm4048fee4ee711pid=comgcxd7n6kyyh2k&lid=lstcomgcxd7n6kyyh2kr2d8sj&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_39&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcxd7n6kyyh2k.search&ssid=e34pcwh5jtdngcu81653219859653,11000000
39,asus,x515ja-bq521ws,intel core i5 10th gen,windows 11 home,512 gb,8 gb,15.6,9161092,https://www.flipkart.com/asus-vivobook-15-2021-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq521ws-thin-light-laptop/p/itm3bebfc73c579epid=comgb6dzzddheygs&lid=lstcomgb6dzzddheygs2ajddy&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_40&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgb6dzzddheygs.search&ssid=e34pcwh5jtdngcu81653219859653,9000000
40,dell,g15-5521 se,intel core i7 12th gen,windows 11 home,1 tb,16 gb, ,26532614,https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-g15-5521-se-gaming-laptop/p/itm7ee89f042d456pid=comgdjjy8szxxpmb&lid=lstcomgdjjy8szxxpmbtqhf0x&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_41&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdjjy8szxxpmb.search&ssid=e34pcwh5jtdngcu81653219859653,26000000
41,dell,g15-5520,intel core i5 12th gen,windows 11 home,512 gb,16 gb, ,16796926,https://www.flipkart.com/dell-g15-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5520-gaming-laptop/p/itmd02c3f36a6f12pid=comgdjjyajypts4y&lid=lstcomgdjjyajypts4y1stzz0&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_42&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdjjyajypts4y.search&ssid=e34pcwh5jtdngcu81653219859653,16000000
42,dell,g15-5520,intel core i7 12th gen,windows 11 home,512 gb,16 gb, ,24432760,https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-g15-5520-gaming-laptop/p/itm640139151b5ebpid=comgdjjygc5hhvds&lid=lstcomgdjjygc5hhvdsbqgbsk&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_43&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdjjygc5hhvds.search&ssid=e34pcwh5jtdngcu81653219859653,24000000
43,asus,x515ea-br312ts,intel core i3 11th gen,windows 10 home,256 gb,8 gb,15.6,7061237,https://www.flipkart.com/asus-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-x515ea-br312ts-thin-light-laptop/p/itmbf01a72d745a9pid=comgbynh48tvzmhd&lid=lstcomgbynh48tvzmhdbl7phi&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_44&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgbynh48tvzmhd.search&ssid=e34pcwh5jtdngcu81653219859653,7000000
44,dell,g15-5511,intel core i5 11th gen,windows 11 home,512 gb,16 gb,15.6,14219832,https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5511-gaming-laptop/p/itmdcffc4f447b58pid=comgcndpwej4hzzv&lid=lstcomgcndpwej4hzzvh8lihu&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_45&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcndpwej4hzzv.search&ssid=e34pcwh5jtdngcu81653219859653,14000000
45,dell,g15-5521 se,intel core i7 12th gen,windows 11 home,1 tb,16 gb, ,22428353,https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-g15-5521-se-gaming-laptop/p/itma53867752bad0pid=comgdjjyvrdffvzy&lid=lstcomgdjjyvrdffvzyoqiv3b&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_46&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdjjyvrdffvzy.search&ssid=e34pcwh5jtdngcu81653219859653,22000000
46,dell,g15-5520,intel core i7 12th gen,windows 11 home,512 gb,16 gb, ,20042155,https://www.flipkart.com/dell-g15-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-g15-5520-gaming-laptop/p/itm77eb3377687fepid=comgdjjyfj7wc7fh&lid=lstcomgdjjyfj7wc7fh0qizee&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_47&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgdjjyfj7wc7fh.search&ssid=e34pcwh5jtdngcu81653219859653,20000000
47,dell,g15-5511,intel core i5 11th gen,windows 11 home,512 gb,8 gb,15.6,13265352,https://www.flipkart.com/dell-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5511-gaming-laptop/p/itm357f38f6c001cpid=comgcndptf3ku7xw&lid=lstcomgcndptf3ku7xwjnsajt&marketplace=flipkart&store=6bo%2fb5g&srno=b_2_48&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=019551af-e866-4e28-b478-1d0ebe85127f.comgcndptf3ku7xw.search&ssid=e34pcwh5jtdngcu81653219859653,13000000
48,acer,a515-56,intel core i5 11th gen,windows 11 home,512 gb,8 gb, ,9542883,https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a515-56-thin-light-laptop/p/itm12dd44dc68337pid=comgcrqzpz28vkgz&lid=lstcomgcrqzpz28vkgzlpmfck&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_49&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgcrqzpz28vkgz.search&ssid=4zuv1hdz4pvb55341653220010478,9000000
49,asus,k513ea-l322ws,intel core i3 11th gen,windows 11 home,256 gb,8 gb,15.6,9733779,https://www.flipkart.com/asus-vivobook-ultra-k15-oled-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l322ws-thin-light-laptop/p/itm7495291b310b7pid=comgd2zrvxym4qpw&lid=lstcomgd2zrvxym4qpwjlr4jr&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_50&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgd2zrvxym4qpw.search&ssid=4zuv1hdz4pvb55341653220010478,9000000
50,asus,x515ja-bq302w,intel core i3 10th gen,windows 11 home, ,8 gb,15.6,5915862,https://www.flipkart.com/asus-vivobook-15-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-x515ja-bq302w-thin-light-laptop/p/itm78fce177fde36pid=comgdby5fn8fkchm&lid=lstcomgdby5fn8fkchmrzmkig&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_51&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdby5fn8fkchm.search&ssid=4zuv1hdz4pvb55341653220010478,5000000
51,asus,vivobook ultra k15,intel core i5 11th gen,windows 11 home,512 gb,16 gb,15.6,12971182,https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k513ea-l513ws-laptop/p/itmc255829514fc3pid=comgdrq7yrzapzd7&lid=lstcomgdrq7yrzapzd7j2hr3d&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_52&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdrq7yrzapzd7.search&ssid=4zuv1hdz4pvb55341653220010478,12000000
52,hp,15s-du3519tx,intel core i5 11th gen,windows 11 home,512 gb,8 gb, ,12406321,https://www.flipkart.com/hp-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-2-graphics-15s-du3519tx-thin-light-laptop/p/itm54837d51f3503pid=comgdn5wzzksnwn5&lid=lstcomgdn5wzzksnwn5vabz96&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_53&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdn5wzzksnwn5.search&ssid=4zuv1hdz4pvb55341653220010478,12000000
53,hp,14-ec1008au, ,windows 11 home,512 gb,16 gb,14,13744310,https://www.flipkart.com/hp-pavilion-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-14-ec1008au-thin-light-laptop/p/itm257b1eb31aa51pid=comgdsfcezckuggy&lid=lstcomgdsfcezckuggylzoot7&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_54&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdsfcezckuggy.search&ssid=4zuv1hdz4pvb55341653220010478,13000000
54,hp,14-ec1019au, ,windows 11 home,512 gb,16 gb,14,12007349,https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-14-ec1019au-thin-light-laptop/p/itma87dcdbbd87a3pid=comgdsfcwqy5efzb&lid=lstcomgdsfcwqy5efzblsh5dl&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_55&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdsfcwqy5efzb.search&ssid=4zuv1hdz4pvb55341653220010478,12000000
55,asus,tuf dash f15,intel core i5 11th gen,windows 10 home,1 tb,8 gb,15.6,15061682,https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-rtx3050-4g-fx516pcz-hn090t-gaming-laptop/p/itmfc9a26b049130pid=comgdfmdakjh2qv8&lid=lstcomgdfmdakjh2qv8he7un5&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_56&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdfmdakjh2qv8.search&ssid=4zuv1hdz4pvb55341653220010478,15000000
56,acer,travelmate, ,windows 11 home,256 gb,4 gb, ,4770487,https://www.flipkart.com/acer-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-tmb311-31-notebook/p/itmbefaffe20d994pid=comgdqhguhnrqfvv&lid=lstcomgdqhguhnrqfvvgtugnr&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_57&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdqhguhnrqfvv.search&ssid=4zuv1hdz4pvb55341653220010478,4000000
57,acer,travelmate, ,windows 11 home,128 gb,4 gb, ,4579591,https://www.flipkart.com/acer-celeron-dual-core-4-gb-128-gb-ssd-windows-11-home-tmb311-31-notebook/p/itm6aa758693b829pid=comgdqhgxztmfcxh&lid=lstcomgdqhgxztmfcxho6dzwk&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_58&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdqhgxztmfcxh.search&ssid=4zuv1hdz4pvb55341653220010478,4000000
58,acer,an515-57,intel core i5 11th gen,windows 11 home,512 gb,8 gb,15.6,12406321,https://www.flipkart.com/acer-nitro-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-an515-57-gaming-laptop/p/itmad93d3d647683pid=comgd37vaqkjrqtq&lid=lstcomgd37vaqkjrqtqgewalo&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_59&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgd37vaqkjrqtq.search&ssid=4zuv1hdz4pvb55341653220010478,12000000
59,asus,x415ma-bv011w, ,windows 11 home,256 gb,4 gb,14,4961383,https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0pid=comgbh774uhwufqf&lid=lstcomgbh774uhwufqfhh2xka&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_60&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgbh774uhwufqf.search&ssid=4zuv1hdz4pvb55341653220010478,4000000
60,acer,a315-58,intel core i5 11th gen,windows 11 home,512 gb,8 gb, ,9523794,https://www.flipkart.com/acer-aspire-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a315-58-thin-light-laptop/p/itm8d95bd7a30486pid=comgcrqz9exvdbhy&lid=lstcomgcrqz9exvdbhyo5t0ln&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_61&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgcrqz9exvdbhy.search&ssid=4zuv1hdz4pvb55341653220010478,9000000
61,acer,an515-58,intel core i7 12th gen,windows 11 home,512 gb,16 gb,15.6,20996634,https://www.flipkart.com/acer-nitro-5-core-i7-12th-gen-16-gb-1-tb-hdd-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-an515-58-gaming-laptop/p/itmbf08089d88cc1pid=comgd37vgbnyyggk&lid=lstcomgd37vgbnyyggkpt5e0i&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_62&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgd37vgbnyyggk.search&ssid=4zuv1hdz4pvb55341653220010478,20000000
62,hp,15-ec2048ax, ,windows 10 home,512 gb,8 gb, ,14926146,https://www.flipkart.com/hp-pavilion-gaming-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-ti-15-ec2048ax-laptop/p/itm26c3661c58019pid=comgdjphcfzhhexb&lid=lstcomgdjphcfzhhexbpjoxew&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_63&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdjphcfzhhexb.search&ssid=4zuv1hdz4pvb55341653220010478,14000000
63,hp,16-b1351tx,intel core i7 12th gen,windows 11 home,1 tb,16 gb,16.1,24812643,https://www.flipkart.com/hp-omen-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-16-b1351tx-laptop/p/itm5c19c166bd714pid=comgcgstd3bjxtaq&lid=lstcomgcgstd3bjxtaqv3ecoj&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_64&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgcgstd3bjxtaq.search&ssid=4zuv1hdz4pvb55341653220010478,24000000
64,lenovo,thinkbook 15,intel core i3 11th gen,windows 10 home,512 gb,8 gb,15.6,10306467,https://www.flipkart.com/lenovo-thinkbook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-notebook/p/itm713aa0c2ee62epid=comgd43zvynjphkm&lid=lstcomgd43zvynjphkmtnxppv&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_65&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgd43zvynjphkm.search&ssid=4zuv1hdz4pvb55341653220010478,10000000
65,asus,m515da-bq512ws,amd ryzen 5 quad core 3rd gen,windows 11 home,512 gb,8 gb,15.6,8571223,https://www.flipkart.com/asus-ryzen-5-quad-core-3rd-gen-8-gb-512-gb-ssd-windows-11-home-m515da-bq512ws-thin-light-laptop/p/itmee3a98524d6f9pid=comgde6kvqwstez3&lid=lstcomgde6kvqwstez3d9hhxc&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_66&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgde6kvqwstez3.search&ssid=4zuv1hdz4pvb55341653220010478,8000000
66,dell,inspiron 3521, ,windows 11 home,256 gb,8 gb,15.6,7042148,https://www.flipkart.com/dell-inspiron-pentium-quad-core-8-gb-256-gb-ssd-windows-11-home-3521-thin-light-laptop/p/itm991ecdff0ad82pid=comgdd8qrahj2ztp&lid=lstcomgdd8qrahj2ztpipk5gg&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_67&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdd8qrahj2ztp.search&ssid=4zuv1hdz4pvb55341653220010478,7000000
67,asus,vivobook k15 oled,intel core i5 11th gen,windows 11 home,256 gb,8 gb,15.6,12694574,https://www.flipkart.com/asus-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-k513ea-l501ws-laptop/p/itm0953bb80fc14cpid=comgdd74pyyacegs&lid=lstcomgdd74pyyacegsnzvoxy&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_68&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdd74pyyacegs.search&ssid=4zuv1hdz4pvb55341653220010478,12000000
68,asus,asus rog strix g15,amd ryzen 7 quad core 10th gen,windows 11 home,512 gb,16 gb,15.6,17102359,https://www.flipkart.com/asus-ryzen-7-quad-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rtx3050-4gb-g513ic-hn023ws-gaming-laptop/p/itm57d89bce2cd66pid=comgdd4uzgq4cwxd&lid=lstcomgdd4uzgq4cwxdtjyk5n&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_69&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdd4uzgq4cwxd.search&ssid=4zuv1hdz4pvb55341653220010478,17000000
69,dell,vostro 5625, ,windows 10 home,512 gb,16 gb,16,13152724,https://www.flipkart.com/dell-vostro-5000-series-ryzen-5-quad-core-5-5625u-16-gb-512-gb-ssd-windows-10-home-5625-thin-light-laptop/p/itma5d3ae3edddcbpid=comgdapsw9kdscrf&lid=lstcomgdapsw9kdscrfuu7ltj&marketplace=flipkart&store=6bo%2fb5g&srno=b_3_70&otracker=browse&otracker1=hp_rich_navigation_pinned_neo%2fmerchandising_na_nav_expandable_navigationcard_cc_8_l1_view-all&iid=3bb02c6c-b455-418b-a470-8350fc177df4.comgdapsw9kdscrf.search&ssid=4zuv1hdz4pvb55341653220010478,13000000
